"kdakun","nmakun"
"425288","Pendapatan Pengujian, Sertifikasi dan Kalibrasi di Bidang Komunikasi dan Informatika"
"425289","Pendapatan Pengujian, Sertifikasi, Kalibrasi, dan Standardisasi Lainnya"
"425300","PENDAPATAN KESEHATAN, PERLINDUNGAN SOSIAL, DAN KEAGAMAAN"
"425310","Pendapatan Jasa Kesehatan"
"425311","Pendapatan dari Badan Penyelenggara Jaminan Sosial (BPJS) Kesehatan pada Fasilitas Kesehatan Tingkat Pertama (FKTP)."
"425312","Pendapatan dari BPJS Kesehatan pada Fasilitas Kesehatan Tingkat Lanjutan (FKTL)"
"425313","Pendapatan Layanan Fasilitas Kesehatan"
"425314","Pendapatan Jasa Karantina Kesehatan"
"425315","Pendapatan Jasa Pemberian Vaksin Kesehatan"
"425316","Pendapatan Registrasi Tenaga Kesehatan"
"425320","Pendapatan Jasa Pengawasan Obat dan Makanan"
"425321","Pendapatan Jasa Pengawasan Obat dan Makanan"
"425330","Pendapatan Jasa Karantina"
"425331","Pendapatan Jasa Karantina Pertanian dan Peternakan"
"425332","Pendapatan Jasa Karantina Perikanan"
"425340","Pendapatan Jasa Agraria"
"425341","Pendapatan Pelayanan Pertanahan"
"425342","Pendapatan Peneriman Hak Atas Tanah P3MB/Presidium Kabinet Dwikora"
"425350","Pendapatan Jasa Keagamaan"
"425351","Pendapatan Jasa Kantor Urusan Agama"
"425359","Pendapatan Jasa Pelayanan Keagamaan Lainnya"
"425400","PENDAPATAN PENDIDIKAN, BUDAYA, RISET, DAN TEKNOLOGI"
"425410","Pendapatan Pendidikan"
"425411","Pendapatan Ujian/Seleksi Masuk Pendidikan"
"425412","Pendapatan Biaya Pendidikan"
"425413","Pendapatan Penelitian, Pengembangan, dan Pengabdian Masyarakat"
"425419","Pendapatan Pendidikan Lainnya"
"425420","Pendapatan Pengembangan Sumber Daya Manusia"
"425421","Pendapatan Layanan Pendidikan dan/atau Pelatihan"
"425429","Pendapatan Pengembangan Sumber Daya Manusia Lainnya"
"425430","Pendapatan Penelitian/Riset, Survey, Pemetaan, dan Pengembangan Iptek"
"425431","Pendapatan Layanan Penelitian/Riset dan Pengembangan Iptek"
"425432","Pendapatan Layanan Survey dan Pemetaan"
"425433","Pendapatan Layanan Meteorologi, Klimatologi dan Geofisika"
"425434","Pendapatan Hasil Penelitian/Riset dan Hasil Pengembangan Iptek"
"425435","Pendapatan Hasil Survey dan Pemetaan"
"425436","Pendapatan Royalti atas Kekayaan Intelektual"
"425439","Pendapatan Penelitian/Riset, Survey, Pemetaan, dan Pengembangan Iptek Lainnya"
"425450","Pendapatan Sejarah dan Kebudayaan"
"425451","Pendapatan Museum"
"425459","Pendapatan Sejarah dan Kebudayaan Lainnya"
"425500","PENDAPATAN JASA TRANSPORTASI, KOMUNIKASI DAN INFORMATIKA"
"425510","Pendapatan Pelayanan Pengujian Kendaraan Bermotor"
"425511","Pendapatan Pelayanan Pengujian Kendaraan Bermotor"
"425512","Pendapatan Penggunaan Prasarana Perkeretaapian/Track Access Charge"
"425513","Pendapatan Jasa Kepelabuhanan"
"425514","Pendapatan Jasa Navigasi Pelayaran"
"425515","Pendapatan Jasa Perkapalan dan Kepelautan"
"425516","Pendapatan Jasa Kebandarudaraan"
"425517","Pendapatan Jasa Navigasi Penerbangan"
"425518","Pendapatan dari Konsesi Bidang Transportasi"
"425519","Pendapatan Jasa Transportasi Lainnya"
"425520","Pendapatan Jasa Komunikasi dan Informatika"
"425521","Pendapatan Penggunaan Spektrum Frekuensi Radio"
"425522","Pendapatan Hak Penyelenggaraan Telekomunikasi"
"425523","Pendapatan Izin Penyelenggaraan Penyiaran"
"425524","Pendapatan Izin Penyelenggaraan Pos"
"425525","Pendapatan Kontribusi Penyelenggaraan Pos Untuk Pembiayaan Layanan Pos Universal"
"425526","Pendapatan Pengelolaan Nama Domain Indonesia"
"425529","Pendapatan Jasa Komunikasi dan Informatika Lainnya"
"425530","Pendapatan Jasa Lembaga Penyiaran Publik"
"425531","Pendapatan Jasa Siaran LPP RRI"
"425532","Pendapatan Jasa Non Siaran LPP RRI"
"425533","Pendapatan Jasa Siaran LPP TVRI"
"425534","Pendapatan Jasa Non Siaran LPP TVRI"
"425600","PENDAPATAN JASA LAINNYA"
"425610","Pendapatan Jasa di Bidang Lingkungan Hidup dan Kehutanan"
"425611","Pendapatan Wisata Alam"
"425612","Pendapatan Iuran di Bidang Lingkungan Hidup dan Kehutanan"
"425619","Pendapatan Jasa di Bidang Lingkungan Hidup dan Kehutanan Lainnya"
"425620","Pendapatan Jasa Kelautan dan Perikanan"
"425621","Pendapatan Jasa Pelabuhan Perikanan"
"425629","Pendapatan Jasa Kelautan dan Perikanan Lainnya"
"425690","Pendapatan Jasa Lainnya"
"425691","Pendapatan Jasa Pengawasan/Pemeriksaan"
"425692","Pendapatan  Jasa Tenaga, Pekerjaan, dan Informasi"
"425693","Pendapatan dari Jasa Layanan Jalan Tol"
"425694","Pendapatan dari Biaya Jasa Pengelolaan Sumber Daya Air (BJPSDA)"
"425699","Pendapatan Jasa Lainnya"
"425700","PENDAPATAN BUNGA, PENGELOLAAN REKENING PERBANKAN, DAN PENGELOLAAN KEUANGAN"
"425710","Pendapatan Bunga"
"425711","Pendapatan Bunga atas Investasi dalam Obligasi"
"425712","Pendapatan PPA (eks BPPN) atas Bunga Obligasi"
"425713","Pendapatan Bunga dari Piutang dan Penerusan Pinjaman"
"425714","Pendapatan Bunga dari Pemberian Kredit Pemerintah"
"425715","Pendapatan Komitmen Penerusan Pinjaman"
"425716","Pendapatan Bunga Kredit Program"
"425717","Pendapatan Bunga dari Rekening Pembangunan Hutan"
"425719","Pendapatan Bunga Lainnya"
"425720","Pendapatan Gain on Bond Redemption"
"425721","Pendapatan Gain on Bond Redemption atas Pembelian Kembali Obligasi Negara Jangka Panjang"
"425722","Pendapatan dari Transaksi Security Lending"
"425723","Pendapatan Gain on BondRedemption atas Pembelian Kembali Obligasi Negara Valuta Asing"
"425724","Pendapatan Gain on BondRedemption atas Pembelian Kembali SBSN Jangka Panjang"
"425725","Pendapatan Gain on Bond Redemption atas Pembelian Kembali SBSN Valuta Asing Jangka Panjang"
"425730","Pendapatan Premium atas Obligasi Negara"
"425731","Pendapatan Premium Obligasi Negara Dalam Negeri/Rupiah"
"425732","Pendapatan Premium Obligasi Negara Dalam Valuta Asing"
"425733","Pendapatan Premium atas Surat Berharga Syariah Negara (SBSN) Dalam Negeri/Rupiah"
"425734","Pendapatan Premium atas Surat Berharga Syariah Negara (SBSN) Dalam Valuta Asing"
"425740","Pendapatan Imbal Jasa Penjaminan Pemerintah, Selisih Harga SBN, dan Fee Lainnya atas Transaksi Surat Berharga Negara"
"425741","Pendapatan Imbal Jasa Penjaminan Infrastruktur"
"425742","Pendapatan Selisih Harga SBN"
"425743","Pendapatan Kupon SBN"
"425744","Pendapatan Bunga Reverse Repo"
"425745","Pendapatan Fee atas Transaksi Security Lending SUN"
"425746","Pendapatan Lain-lain atas Rekening Tujuan Tertentu"
"425750","Pendapatan dari Selisih Kurs"
"425751","Pendapatan dari Selisih Kurs dalam Pengelolaan Rekening Milik BUN"
"425752","Pendapatan dari Untung Selisih Kurs Uang Persediaan"
"425753","Pendapatan dari Selisih Kurs yang Terealisasi"
"425760","Pendapatan Layanan Jasa Perbankan dan Penutupan Rekening"
"425761","Pendapatan Layanan Jasa Perbankan"
"425762","Pendapatan Jasa Bank dari Penerusan Pinjaman"
"425763","Pendapatan Biaya Lain-lain Penerusan Pinjaman"
"425764","Pendapatan Jasa Lembaga Keuangan (Jasa Giro)"
"425765","Pendapatan dari Penutupan Rekening"
"425770","Pendapatan atas Pengelolaan Rekening Tunggal Perbendaharaan (TSA) dan/atau atas Penempatan Uang Negara"
"425771","Pendapatan atas Penerbitan SP2D Dalam Rangka TSA"
"425772","Pendapatan atas Penempatan Uang Negara Pada Bank Umum"
"425773","Pendapatan dari Pelaksanaan Treasury National Pooling"
"425774","Pendapatan atas Penempatan Uang Negara pada Bank Indonesia"
"425775","Pendapatan dari Penempatan Uang Sebelum Rekonsiliasi"
"425780","Pendapatan Biaya Penagihan Pajak, Layanan Jasa Lelang, dan Pengurusan Piutang Negara"
"425781","Pendapatan Biaya Penagihan Pajak Negara dengan Surat Paksa"
"425782","Pendapatan Bea Lelang Pejabat Lelang Kelas I"
"425783","Pendapatan Bea Lelang Pejabat Lelang Kelas II"
"425784","Pendapatan Bea Lelang Pegadaian"
"425785","Pendapatan Biaya Administrasi Pengurusan Piutang Negara"
"425790","Pendapatan Penyelesaian Ganti Kerugian Negara"
"425791","Pendapatan Penyelesaian Ganti Kerugian Negara Terhadap Pegawai Negeri Bukan Bendahara Atau Pejabat Lain."
"425792","Pendapatan Penyelesaian Ganti Kerugian Negara Terhadap Bendahara"
"425793","Pendapatan Penyelesaian Ganti Kerugian Negara Terhadap Pihak Lain/Pihak Ketiga"
"425800","PENDAPATAN DENDA"
"425810","Pendapatan Denda I"
"425811","Pendapatan Denda Penyelesaian Pekerjaan Pemerintah"
"425812","Pendapatan Denda Pelanggaran di Bidang Persaingan Usaha"
"425813","Pendapatan Denda Pelanggaran di Bidang Perdagangan"
"425814","Pendapatan Denda Pelaksanaan Rekening Pengeluaran Bersaldo Nihil dalam Rangka TSA"
"425815","Pendapatan Denda atas Pelaksanaan Penempatan uang Negara di Bank Umum dan Bank Indonesia"
"425816","Pendapatan Denda atas Pelaksanaan Treasury National Pooling"
"425817","Pendapatan Denda atas Kekurangan/Keterlambatan Pelimpahan Penerimaan Negara oleh Bank/Pos Persepsi"
"425818","Pendapatan Denda, Bunga, dan Penalti terkait Kegiatan Usaha Hulu Migas"
"425819","Pendapatan Denda terkait Pengusahaan Panas Bumi"
"425820","Pendapatan Denda II"
"425821","Pendapatan Denda atas Kekurangan/Keterlambatan Pelimpahan Saldo BO II ke BO"
"425822","Pendapatan Denda atas Kekurangan/Keterlambatan Pembagian PBB oleh BO III PBB"
"425823","Pendapatan Denda atas Keterlambatan Pengembalian Penerusan Pinjaman"
"425824","Pendapatan Denda Penyaluran Kredit Program"
"425825","Pendapatan Denda Administrasi Akuntan Publik dan Kantor Akuntan Publik"
"425826","Pendapatan Denda atas Keterlambatan Penyampaian Laporan oleh debitur Kredit Pemerintah (KUMK)"
"425827","Pendapatan Denda atas Keterlambatan Penyampaian Laporan oleh debitur"
"425828","Pendapatan Denda atas Keterlambatan Kompensasi Sewa Beli Rumah Negara Golongan III"
"425829","Pendapatan Denda/Kompensasi di Bidang Lingkungan Hidup dan Kehutanan"
"425830","Pendapatan Denda III"
"425839","Pendapatan Denda Lainnya"
"425900","PENDAPATAN LAIN-LAIN"
"425910","Penerimaan Kembali Belanja Tahun Anggaran Yang Lalu I"
"425911","Penerimaan Kembali Belanja Pegawai Tahun Anggaran Yang Lalu"
"425912","Penerimaan Kembali Belanja Barang Tahun Anggaran Yang Lalu"
"425913","Penerimaan Kembali Belanja Modal Tahun Anggaran Yang Lalu"
"425914","Penerimaan Kembali Belanja Pembayaran Kewajiban Utang Tahun Anggaran Yang Lalu"
"425915","Penerimaan Kembali Belanja Subsidi Tahun Anggaran Yang Lalu"
"425916","Penerimaan Kembali Belanja Hibah Tahun Anggaran Yang Lalu"
"425917","Penerimaan Kembali Belanja Bantuan Sosial Tahun Anggaran Yang Lalu"
"425918","Penerimaan Kembali Belanja Lain-lain Tahun Anggaran Yang Lalu"
"425919","Penerimaan Kembali Transfer ke Daerah dan Dana Desa Tahun Anggaran Yang Lalu"
"425920","Penerimaan Kembali Belanja Tahun Anggaran Yang Lalu II"
"425921","Penerimaan Kembali Belanja Kontribusi Sosial TAYL"
"425930","Pendapatan Setoran Sisa Utang dari Pensiunan"
"425931","Pendapatan Setoran dari Sisa Utang Non TP/TGR Pensiunan PNS"
"425932","Pendapatan Setoran dari Sisa Utang Non TP/TGR Pensiunan Prajurit TNI/PNS Kemhan"
"425933","Pendapatan Setoran dari Sisa Utang Non TP/TGR Pensiunan Anggota Polri/PNS Polri"
"425934","Pendapatan Setoran dari Sisa Utang Non TP/TGR Pensiunan Pejabat Negara"
"425981","Penerimaan Lainnya dari Piutang Pemberian Pinjaman"
"425982","Penerimaan Akumulasi Iuran Pensiun"
"425983","Pendapatan Dari Sisa Dana Kampanye"
"425990","Pendapatan Lain-Lain"
"425991","Penerimaan Kembali Persekot/Uang Muka Gaji"
"425992","Penerimaan Premi Penjaminan Perbankan Nasional"
"425993","Pendapatan Jasa Perbendaharaan"
"425994","Pendapatan Kelebihan Pelimpahan Pajak/PNBP dari Bank/Pos Persepsi"
"425995","Pendapatan Penyetoran Kelebihan Hasil Bersih Lelang yang Tidak Diambil oleh yang Berhak"
"425996","Pendapatan dalam rangka Refund Dana PHLN"
"425997","Pendapatan dari Hibah yang Belum Disahkan"
"425998","Pendapatan dari Retur SP2D"
"425999","Pendapatan Anggaran Lain-lain"
"431111","Pendapatan Hibah Dalam Negeri – Perorangan"
"431112","Pendapatan Hibah Dalam Negeri – Lembaga/Badan Usaha"
"431119","Pendapatan Hibah Dalam Negeri Lainnya"
"431121","Pendapatan Hibah Dalam Negeri – Langsung Bentuk Barang"
"431122","Pendapatan Hibah Dalam Negeri Berupa Jasa (Transaksi Non Kas)"
"431131","Pendapatan Hibah Dalam Negeri Langsung  -  Perorangan"
"431132","Pendapatan Hibah Dalam Negeri Langsung Bentuk Uang – Lembaga/Badan Usaha"
"431133","Pendapatan Dalam Negeri Langsung-Pemerintah daerah"
"431139","Pendapatan Hibah Dalam Negeri Langsung Lainnya"
"431211","Pendapatan Hibah Luar Negeri – Perorangan"
"431212","Pendapatan Hibah Luar Negeri – Terencana Bilateral"
"431213","Pendapatan Hibah Luar Negeri – Terencana Multilateral"
"431219","Pendapatan Hibah Luar Negeri Lainnya"
"431221","Pendapatan Hibah Luar Negeri Berupa Barang (Transaksi Non Kas)"
"431222","Pendapatan Hibah Luar Negeri – Langsung Bentuk Jasa"
"431231","Penerimaan Hibah Luar Negeri Langsung - Perorangan"
"431232","Pendapatan Hibah Luar Negeri Langsung - Bilateral"
"431233","Pendapatan Hibah Luar Negeri Langsung - Multilateral"
"431239","Pendapatan Hibah Luar Negeri Langsung Lainnya"
"439999","Pendapatan Hibah Lain-lain"
"491112","Pendapatan Selisih Kurs yang Belum Terealisasi BLU"
"491312","Pendapatan Penyesuaian Selisih Kurs"
"491421","Pendapatan Sitaan/Rampasan"
"491429","Pendapatan Perolehan Aset Lainnya"
"491511","Pendapatan Penyesuaian Nilai Persediaan"
"498111","Suspense Pendapatan"
"511111","Belanja Gaji Pokok PNS"
"511119","Belanja Pembulatan Gaji PNS"
"511121","Belanja Tunj. Suami/Istri PNS"
"511122","Belanja Tunj. Anak PNS"
"511123","Belanja Tunj. Struktural PNS"
"511124","Belanja Tunj. Fungsional PNS"
"511125","Belanja Tunj. PPh PNS"
"511126","Belanja Tunj. Beras PNS"
"511127","Belanja Tunj. Kemahalan PNS"
"511128","Belanja Tunjangan Lauk Pauk PNS"
"511129","Belanja Uang Makan PNS"
"511131","Belanja Tunj. Perbaikan Penghasilan PNS"
"511132","Belanja Tunj. Cacat PNS"
"511133","Belanja Tunj. Khusus Peralihan PNS"
"511134","Belanja Tunj. Kompensasi Kerja PNS"
"511135","Belanja Tunj. Daerah Terpencil/Sangat Terpencil PNS"
"511136","Belanja Tunj. Guru/Dosen/PNS Yang Dipekerjakan Pada Sekolah/PT Swasta/Badan/Komisi"
"511137","Belanja Tunj. Tugas Belajar Tenaga Pengajar Biasa pada PT untuk mengikuti pendidikan Pasca Sarjana PNS"
"511138","Belanja Tunjangan Khusus Papua PNS"
"511139","Belanja Tunjangan SAR PNS"
"511141","Belanja Tunj. Sewa Rumah PNS (Staff di LN)"
"511142","Belanja Tunj. Restitusi Pengobatan PNS (Staff di LN)"
"511143","Belanja Tunj. Social Security PNS (Staff di LN)"
"511144","Belanja Tunj. Asuransi Kecelakaan PNS (Staff di LN)"
"511145","Belanja Tunj. Penghidupan Luar Negeri untuk Home Staff PNS (Staff di LN)"
"511146","Belanja Tunj. Penghidupan Luar Negeri untuk Lokal Staff PNS (Staff di LN)"
"511147","Belanja Tunj. Lain-lain termasuk uang duka PNS Dalam dan Luar Negeri"
"511149","Belanja Lokal Staff Lainnya"
"511151","Belanja Tunjangan Umum PNS"
"511152","Belanja Tunjangan Profesi Guru"
"511153","Belanja Tunjangan Profesi Dosen"
"511154","Belanja Tunjangan Kehormatan Profesor"
"511155","Belanja Tunjangan Tambahan Penghasilan Guru PNS"
"511156","Belanja Tunjangan Khusus Guru/Dosen"
"511157","Belanja Tunjangan Kemahalan Hakim"
"511158","Belanja Tunjangan Hakim Ad Hoc"
"511161","Belanja Gaji Pokok PNS TNI/Polri"
"511169","Belanja Pembulatan Gaji PNS TNI/Polri"
"511171","Belanja Tunj. Suami/Istri PNS TNI/Polri"
"511172","Belanja Tunj. Anak PNS TNI/Polri"
"511173","Belanja Tunj. Struktural PNS TNI/Polri"
"511174","Belanja Tunj. Fungsional PNS TNI/Polri"
"511175","Belanja Tunj. PPh PNS TNI/Polri"
"511176","Belanja Tunj. Beras PNS TNI/Polri"
"511177","Belanja Tunj. Kemahalan PNS TNI/Polri"
"511178","Belanja Tunj. Lauk pauk PNS TNI/Polri"
"511179","Belanja Uang Makan PNS TNI/Polri"
"511181","Belanja Tunj. Perbaikan Penghasilan PNS TNI/Polri"
"511182","Belanja Tunj. Cacat PNS TNI/Polri"
"511183","Belanja Tunj. Khusus Peralihan PNS TNI/Polri"
"511184","Belanja Tunj. Kompensasi Kerja PNS TNI/Polri"
"511185","Belanja Tunj. Daerah Terpencil/Sangat Terpencil PNS TNI/Polri"
"511186","Belanja Tunj. Kewanitaan PNS TNI/Polri"
"511187","Belanja Tunj. Guru/Dosen/PNS yang dipekerjakan pada sekolah/PT Swasta PNS TNI/Polri"
"511188","Belanja Tunj. Tugas Belajar Tenaga Pengajar Biasa pada PT untuk mengikuti pendidikan Pasca Sarjana PNS"
"511189","Belanja Tunjangan Khusus Papua PNS TNI/Polri"
"511191","Belanja Tunjangan Medis PNS TNI/POLRI"
"511192","Belanja Tunj. Lain-lain Termasuk Uang Duka PNS TNI/POLRI"
"511193","Belanja Tunjangan Umum PNS TNI/Polri"
"511194","Belanja Tunj. Kompensasi Kerja Bidang Persandian PNS TNI/Polri"
"511195","Belanja Tunjangan Operasi Pengamanan pada pulau terluar dan wilayah perbatasan PNS TNI"
"511196","Belanja Tunjangan Khusus Wilayah Pulau-Pulau Kecil Terluar dan/atau Wilayah Perbatasan bagi PNS POLRI"
"511197","Belanja Tunjangan Profesi Dosen/Kehormatan Guru Besar PNS TNI/Polri"
"511211","Belanja Gaji Pokok TNI/POLRI"
"511219","Belanja Pembulatan Gaji TNI/POLRI"
"511221","Belanja Tunj. Suami/Istri TNI/POLRI"
"511222","Belanja Tunj. Anak TNI/POLRI"
"511223","Belanja Tunj. Struktural TNI/POLRI"
"511224","Belanja Tunj. Fungsional TNI/POLRI"
"511225","Belanja Tunj. PPh TNI/POLRI"
"511226","Belanja Tunj. Beras TNI/POLRI"
"511227","Belanja Tunj. Kemahalan TNI/POLRI"
"511228","Belanja Tunj. Lauk pauk TNI/POLRI"
"511229","Belanja Uang Makan TNI/POLRI"
"511231","Belanja Tunj. Anggota Cadangan TNI DDA TNI/POLRI"
"511232","Belanja Tunj. Kowan/Polwan TNI TNI/POLRI"
"511233","Belanja Tunj. Babinkamtibmas TNI/POLRI"
"511234","Belanja Tunj. Khusus Papua untuk TNI/POLRI"
"511235","Belanja Tunj. Kompensasi Kerja Bidang Persandian TNI/POLRI"
"511236","Belanja Tunj. Brevet TNI/POLRI"
"511237","Belanja Tunj. Keahlian/Keterampilan TNI/POLRI"
"511238","Belanja Tunj. Keterampilan Khusus TNI/POLRI"
"511239","Belanja Tunjangan Operasi Pengamanan pada Pulau Terluar dan Wilayah Perbatasan TNI"
"511241","Belanja Tunjangan Medis TNI/POLRI"
"511242","Belanja Tunj. Lain-lain Termasuk Uang Duka TNI/POLRI"
"511243","Belanja Tunjangan Daerah Terpencil/Sangat Terpencil TNI/Polri"
"511244","Belanja Tunjangan Umum TNI/Polri"
"511245","Belanja Santunan Cacat TNI"
"511246","Belanja Tunjangan Khusus Wilayah Pulau Kecil Terluar/Perbatasan POLRI"
"511247","Belanja Tunjangan Dosen TNI"
"511311","Belanja Gaji Pokok Pejabat Negara"
"511319","Belanja Pembulatan Gaji Pejabat Negara"
"511321","Belanja Tunj. Suami/Istri Pejabat Negara"
"511322","Belanja Tunj. Anak Pejabat Negara"
"511323","Belanja Tunj. Struktural Pejabat Negara"
"511324","Belanja Tunj. PPh Pejabat Negara"
"511325","Belanja Tunj. Beras Pejabat Negara"
"511331","Belanja Tunj. Komunikasi Intensif Pejabat Negara"
"511332","Belanja Uang Kehormatan Pejabat Negara"
"511333","Belanja Uang Paket Harian Pejabat Negara"
"511334","Belanja Bantuan Penunjang Kegiatan Dewan Pejabat Negara"
"511335","Belanja Pelayanan Sidang dan Penyelesaian Tugas Mendesak Pejabat Negara"
"511336","Belanja Tunjangan Pembinaan Kegiatan dan Khusus BPK Pejabat Negara"
"511337","Belanja Tunjangan Lain-lain Termasuk Uang Duka Pejabat Negara"
"511338","Belanja Tunjangan Fasilitas KPK"
"511339","Belanja Tunjangan Penghasilan Pejabat Negara"
"511411","Belanja Gaji Dokter dan Bidan PTT"
"511412","Belanja Tunjangan Pajak PPh Dokter dan Bidan PTT"
"511413","Belanja Tunjangan Daerah Terpencil Dokter dan Bidan PTT"
"511414","Belanja Tunjangan Dokter dan Bidan PTT"
"511511","Belanja Gaji Pokok Pegawai Non PNS"
"511512","Belanja Tunjangan Pegawai Non PNS"
"511513","Belanja Pembulatan Gaji Pegawai Non PNS"
"511519","Belanja Tunjangan Lainnya Non PNS"
"511521","Belanja Tunjangan Tenaga Pendidik Non PNS"
"511522","Belanja Tunjangan Tenaga Penyuluh Non PNS"
"511529","Belanja Tunjangan Tenaga Pendidik dan Tenaga Penyuluh Lainnya Non PNS"
"512111","Belanja Uang Honor Tetap"
"512211","Belanja Uang Lembur"
"512411","Belanja Pegawai (Tunjangan Khusus/Kegiatan/Kinerja)"
"512412","Belanja Pegawai Transito"
"512413","Belanja Pembayaran Uang Kompensasi Bagi PNS yang Diberhentikan Sebagai Dampak Reformasi Birokrasi"
"513111","Belanja Pensiun dan Uang Tunggu PNS"
"513112","Belanja Pensiun dan Uang Tunggu PNS Daerah"
"513113","Belanja Pensiun dan Uang Tunggu PNS TNI/Kemhan"
"513114","Belanja Pensiun dan Uang Tunggu PNS Polri"
"513115","Belanja Pensiun dan Uang Tunggu PNS Eks Pegadaian"
"513121","Belanja Pensiun dan Uang Tunggu TNI/Polri (Lama)"
"513122","Belanja Pensiun dan Uang Tunggu TNI/Kemhan"
"513123","Belanja Pensiun dan Uang Tunggu Polri"
